Date,Open,High,Low,Close,Volume,Tweet,Company Name, Stock Name
6/13/2023,212.97,217.65,209.75,213.97,"140,682,297",Arcimoto is less than $4. Market cap of $140 mil yet their factory max production should be 50k vehicles per year. Full production should be up and running in a year. If they achieve scale. This is a massive upside opportunity with 44% of the shares sold short. $fuv $tsla,"Tesla, Inc.",TSLA
6/12/2023,214.12,218.86,210.42,214.24,"142,110,500",Please donâ€™t interpret todayâ€™s $TSLA -1.3% decline as anything other than HFs and traders who bought in front of the qtr now exiting what turned out to be a very profitable trade. This happens with TSLA every qtr like clockwork. 3Q was solid in every respect. The future is great.,"Tesla, Inc.",TSLA
6/9/2023,215.6,219.2,211.45,214.65,"142,154,594",And I am very happy everyone is making money in $TSLA. Doesn't matter if I'm out. I'd like to see everyone be rewarded. I'm still cheering for you all.,"Tesla, Inc.",TSLA
6/8/2023,215.88,220.1,211.61,215.49,"142,228,094",And I am very happy everyone is making money in $TSLA. Doesn't matter if I'm out. I'd like to see everyone be rewarded. I'm still cheering for you all.,"Tesla, Inc.",TSLA
6/7/2023,216.14,220.8,212.2,216.52,"142,355,391",$TSLA Stones throw form new ATH. https://t.co/4LMq7vXFC7,"Tesla, Inc.",TSLA
6/6/2023,216.5,221.29,212.36,217.61,"142,766,203",Let's go Brandon....I mean $TSLA https://t.co/izLTjZO4Zq,"Tesla, Inc.",TSLA
6/5/2023,217.01,221.91,212.53,218.51,"143,717,906","When we hit $900 earlier in the year, there was a lot of froth. $TSLA bears felt vindicated when it dropped down to $550. But now, 6 months later, we're back and Tesla's outlook/performance keeps getting better. This is a good opportunity for some bearish self-reflection.","Tesla, Inc.",TSLA
6/2/2023,217.8,222.05,214.11,219.22,"144,193,906",@KoguanLeo wow! I hope @elonmusk can take a small amount of time to reach out and have brief chat with you at some point to get your feedback as top $TSLA shareholder I believe after Ellison,"Tesla, Inc.",TSLA
6/1/2023,219.75,223.12,214.52,219.27,"145,417,406","NEWS: Tesla has just hit a $908B market cap, briefly passing Facebook ($907B) to become the fifth largest company by market cap in the US. $TSLA ðŸ“ˆ","Tesla, Inc.",TSLA
5/31/2023,219.98,224.15,215,219.96,"145,995,594",The profitability of @tesla is increasing. ðŸ”¥ðŸ”¥ðŸ”¥ðŸ‘ðŸ¼ðŸ‘ðŸ¼ðŸ‘ðŸ¼ @elonmusk https://t.co/1xVCiiuBCd,"Tesla, Inc.",TSLA
5/30/2023,221.15,225.4,215.72,220.11,"146,360,000","There were 51 reported Tesla Autopilot/FSD crashes in July, and airbags deployed in 46 of those crashes. $TSLA","Tesla, Inc.",TSLA
5/26/2023,221.55,226.32,216.78,221.31,"146,911,594",At long last Superchargers have gone live again at Laguna Seca! Thank you @Tesla and @elonmusk for supporting racing and high performance driving. https://t.co/JKUpb9kb4e,"Tesla, Inc.",TSLA
5/25/2023,223.15,226.37,217.64,222.11,"148,029,906","""I view owning $TSLA in 2022 like owning $AAPL in 2007... or maybe even 2003... or maybe even earlier. And this company is going to be much, much bigger than Apple."" - Arne Alsin, founder of Worm Capital.","Tesla, Inc.",TSLA
5/24/2023,223.98,226.74,218.4,222.18,"148,125,797",$TSLA #FSDBeta has had no major accidents in more than one hundred million miles â¤ï¸,"Tesla, Inc.",TSLA
5/23/2023,224.22,230.61,218.83,223.71,"148,549,906",The amount of super high quality analysis coming out of the $TSLA community is at an all time high.,"Tesla, Inc.",TSLA
5/22/2023,225.95,230.83,220.58,224.57,"149,771,594","So many haters lately for trying to keep it real, like whether FSD deserves added robotaxi valuation, Elonâ€™s odds of winning the TWTR trial, and why the media seems to hate TSLA. Just remember: Iâ€™m a TSLA bull with a $550 PT, and $TSLA is our largest position. Iâ€™ll tone it down.","Tesla, Inc.",TSLA
5/19/2023,226.06,232.13,223.01,225.6,"150,256,297",Another 200 $TSLA shares secured. ðŸ”¥ðŸ”¥ðŸ”¥ https://t.co/KRyNoAZJgb,"Tesla, Inc.",TSLA
5/18/2023,228,233.97,223.2,230.04,"150,354,000","It is amazing how well $TSLA is holding up in this environment, VIX at 27 and 10-year almost 3.6%.","Tesla, Inc.",TSLA
5/17/2023,228.02,235.23,225.38,231.28,"150,376,406",10-year is at 3.56%. Wow. $TSLA,"Tesla, Inc.",TSLA
5/16/2023,229.34,237.1,226.54,232.96,"150,683,391",Anything exciting happen while I was out? I didn't keep up with too much news. Just checked in a few times here and there as you are aware. $TSLA,"Tesla, Inc.",TSLA
5/15/2023,231.31,237.39,228.18,233.19,"150,711,703","Another great day for $TSLA investors. When you invest in a solid company, patience pays off. https://t.co/oZKpLy5J88","Tesla, Inc.",TSLA
5/12/2023,232,238.14,229.29,233.59,"150,740,500",NEW: Women speak out -- and reveal shocking new details -- about the pervasive culture of sexual harassment at @Tesla https://t.co/rjDuECQQut,"Tesla, Inc.",TSLA
5/11/2023,233.14,238.33,229.55,234.21,"151,143,109",The Google split kind looks funny after all these years. About time these stock had more reasonable prices for small investors. $GOOG $SHOP $AMZN $TSLA,Microsoft Corporation,MSFT
5/10/2023,233.75,238.75,230.35,234.3,"151,897,797","Big tech stock returns since their IPO: $AAPL, $AMZN, $GOOGL, $MSFT. https://t.co/JylOWcD27A",Microsoft Corporation,MSFT
5/9/2023,233.87,238.92,230.72,234.86,"153,144,891","Prime Day 2022 was the biggest prime day event ever, with Prime members purchasing more than 100,000 items per minute. Current estimates indicate that sales surpassed $12B. Hereâ€™s a look at the growth behind $AMZNâ€™s famous Prime Day sales: https://t.co/mYocOvwLT9",Microsoft Corporation,MSFT
5/8/2023,234.04,238.98,230.96,235.45,"153,364,094","$AMZN didn't report total revs for this yearâ€™s Prime Day, held Tues and Wed. AMZN said small and med-size businesses saw more sales growth than the company's own business. Prime customers saved $1.7B. On 7/28 conf call, we expect AMZN to cut 3Q Rev guidance (+16%E, we see &lt;+10%). https://t.co/wlLYPNGiDg",Microsoft Corporation,MSFT
5/5/2023,235.03,238.99,231.02,235.58,"153,391,391",US consumers spent over $5.9B on the second day of $AMZN Prime Day,Microsoft Corporation,MSFT
5/4/2023,235.04,239,231.4,235.6,"154,193,297",$AMZN VP of Worldwide public sector comments on AWS partnership and the superpower $PLTR brings to the table. https://t.co/sAb2lC4wlA,Microsoft Corporation,MSFT
5/3/2023,235.7,239.37,231.9,236.08,"156,852,797",The best deal on $AMZN prime day so far was puts,Microsoft Corporation,MSFT
5/2/2023,235.75,240.19,232.1,236.86,"156,952,094","Amazon, $AMZN, is developing cancer vaccines in partnership with Fred Hutchinson and recruiting patients for a new clinical trial, per BI.",Microsoft Corporation,MSFT
5/1/2023,236.68,240.5,232.33,237.01,"157,777,297",$AMZN Prime day kicks off today.,Microsoft Corporation,MSFT
4/28/2023,236.89,240.66,232.61,237.41,"157,849,594",$MULN is selling 600 Vans to Delpack and they sell directly to Amazon $AMZN. Take a look ðŸ‘€ https://t.co/kvQeH7Q6Ad,Microsoft Corporation,MSFT
4/27/2023,238.55,240.82,233.29,238.59,"157,986,297","To put into perspective how much trouble $AMZN is in, this was the march projection from Morgan Stanley on fuel cost increases yoy. They had a $13b increase on diesel costs of $3.96 per gallon. Guess how much diesel is today?",Microsoft Corporation,MSFT
4/26/2023,238.58,240.88,233.34,238.72,"158,699,109",My book is currently #1 release in psychology department on $AMZN ðŸ˜ŠðŸ‘ðŸ»ðŸ™ðŸ» yay ! https://t.co/jIT2mWld2M,Procter & Gamble Company,PG
4/25/2023,238.66,243.44,233.7,238.82,"159,563,297","In 2027, $AMZN is expected to have $1T in annual revenue. That's simply ðŸ¤¯ðŸ¤¯ðŸ¤¯ https://t.co/oPuEyUahJd",Procter & Gamble Company,PG
4/24/2023,238.73,243.62,233.75,238.83,"159,770,797",$AMZN &gt; $MSFT &gt; $AAPL &gt; $GOOG &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; $FB,Procter & Gamble Company,PG
4/21/2023,239.29,243.79,233.87,239.37,"160,171,203",THE WORD ON THE STREET IS PEOPLE ARE SELLING HIGH RISK MEME STOCKS SUCH AS $AAPL &amp; $AMZN TO BUY LOW RISK BLUE CHIP CRYPTO CALLED $SHIB ðŸ‘€ðŸ‘€ðŸ‘€,Procter & Gamble Company,PG
4/20/2023,239.49,244.01,234.01,239.74,"161,028,297",$AMZN when does the split rumors start again?,Procter & Gamble Company,PG
4/19/2023,240.02,244.08,234.58,239.76,"161,796,094",MS PB says Hedge Fund net exposure to Large Cap Tech is now in the 0%-ile on a 12-month basis. $FB $GOOG $AMZN $AAPL,Procter & Gamble Company,PG
4/18/2023,240.25,244.38,235.35,240.08,"162,061,500",Listen up the Island Boys have something to say! ðŸ‘ŠðŸ˜ƒðŸ $RDW $AMZN @RedwireSpace #islandboys https://t.co/EGYDQf7jGp,Procter & Gamble Company,PG
4/17/2023,240.27,245.22,236.45,240.5,"162,384,297",Amazon quickly becoming a value stock. Now trading at below 40x eps on adjusted 2022 consensus. And somewhere between 25x and 30x on 2023. $AMZN,Procter & Gamble Company,PG
4/14/2023,241.55,245.27,236.91,241.05,"164,398,406",Big cap tech being hurt by $snap revelation that apple is hurting their ad business by protecting our privacy. This means $fb $goog and $amzn have the same issue. Especially Facebook. ðŸ˜Š $aapl,Procter & Gamble Company,PG
4/13/2023,241.77,245.33,236.98,241.2,"164,489,703",NFL reportedly likely to make Sunday Ticket deals with $T and either $AAPL or $AMZN,Procter & Gamble Company,PG
4/12/2023,242.04,246.57,237.45,242.19,"164,968,188",ETH $10K is as lame a price target as AMZN $100,Procter & Gamble Company,PG
4/11/2023,242.58,246.66,237.77,242.64,"165,611,203",$FB is gonna be one of the best investments of the decade.,"Meta Platforms, Inc.",META
4/10/2023,242.74,246.7,238.02,242.65,"166,875,906",Why is $FB up 18% in after hours trading? It only beat well on EPS. Everything else was mixed.,"Meta Platforms, Inc.",META
4/6/2023,242.92,247,238.31,242.68,"166,989,703",The insanity of $FB trading at a 12 P/E going into today's earnings &amp; there were still people scared to invest blows my mind. Stock up nearly 20% after hours. Same situation has with $NFLX. Forward P/E 15 and the bearishness is the same. 20% upside on that stock on any good news.,"Meta Platforms, Inc.",META
4/5/2023,242.98,247.1,238.65,242.84,"167,642,500",People who bought calls for $FB be talking mad shit but canâ€™t tell me why it went up ðŸ˜­ðŸ˜­ðŸ˜­,"Meta Platforms, Inc.",META
4/4/2023,243.24,247.55,239.17,243.84,"167,790,297",Everyâ€¦Singleâ€¦Time $FB https://t.co/JLBOoAsNoV,"Meta Platforms, Inc.",META
4/3/2023,243.38,249.55,239.27,244.12,"167,915,594",Are we still missing the part where $FB guided lower?,"Meta Platforms, Inc.",META
3/31/2023,244.26,250.02,240.7,244.14,"169,400,891",Mark Zuckerberg showing the first Facebook $FB office in Palo Alto https://t.co/WtCF34I5b1,"Meta Platforms, Inc.",META
3/30/2023,244.81,250.39,240.85,244.4,"169,545,906",Jim Cramer nails it again $FB https://t.co/J2Awxyy75v,"Meta Platforms, Inc.",META
3/29/2023,245,250.92,241.66,244.88,"170,023,812","Sheryl on $FB's ad strategy. Short-term: push advertisers onto CAPI, including using CAPI gateway; improved and expanded conversion modeling; on-property integrations like click-to-messenger ads and FB Shops. Medium-term: On-site commerce ads. Long-term: PETs, new infra, AI","Meta Platforms, Inc.",META
3/28/2023,245.07,250.97,241.9,245.01,"170,222,094",Why is $FB up so much? Metaverse is back?,"Meta Platforms, Inc.",META
3/27/2023,245.14,251.1,242.01,245.34,"170,291,906","DraftKings, $DKNG, will be the exclusive pregame and in-game odds provider for Amazonâ€™s, $AMZN, Thursday Night Football games.","Amazon.com, Inc.",AMZN
3/24/2023,245.4,251.8,242.02,246.38,"170,575,500","$SPY $QQQ $AAPL $AMZN $TSLA I saw the sell setting up took some size smash the like button if you banked on this setup. Gave you the bull setup at $390 and bear at $411 in a span of 7 days, can't get any much better than this. https://t.co/ngp430edru","Amazon.com, Inc.",AMZN
3/23/2023,247.45,252.42,242.08,246.53,"170,772,703","@NasdaqExchange Funny that AMZN and GME stand out as outliers, with increasing post-split intraday volatility. Phil thinks this is due to coincidental, related announcements, which I think is probably right for AMZN. I think GME trades differently from nearly every other stock, for many reasons. https://t.co/qzuMPqJuix","Amazon.com, Inc.",AMZN
3/22/2023,247.94,252.75,242.62,246.72,"172,475,500","The nearly $95 million spent on lobbying by Google, $GOOGL, Apple, $AAPL, Amazon, $AMZN, Meta, $META, and tech groups to derail Congress's antitrust legislation appears to be working, per Bloomberg","Amazon.com, Inc.",AMZN
3/21/2023,248.14,252.81,242.76,246.99,"174,667,906","The nearly $95 million spent on lobbying by Google, $GOOGL, Apple, $AAPL, Amazon, $AMZN, Meta, $META, and tech groups to derail Congress's antitrust legislation appears to be working, per Bloomberg","Amazon.com, Inc.",AMZN
3/20/2023,248.4,253.65,242.76,248.5,"175,158,297","During the second quarter, Amazonâ€™s, $AMZN, workforce shrank by roughly 100,000 jobs to 1.52 million, the biggest quarter-to-quarter contraction in the companyâ€™s history.","Amazon.com, Inc.",AMZN
3/17/2023,248.61,254.28,243,249.7,"175,862,703",Amazonâ€™s $AMZN major acquisitions since 2006 ðŸ‘€ https://t.co/weITeVIxii,"Amazon.com, Inc.",AMZN
3/16/2023,249.07,254.63,243.27,249.83,"177,460,797",Letâ€™s Take $AMZN to 3300 https://t.co/HU3UGyEH03,"Amazon.com, Inc.",AMZN
3/15/2023,249.21,254.77,244.45,250.21,"179,990,594","$SNOW customers: ""80-plus percent run in $AMZN AWS, and about 18% is $MSFT Azure and 2% is $GOOGL GCP.""","Amazon.com, Inc.",AMZN
3/14/2023,249.7,255.39,244.48,250.22,"180,018,594",Microsoft Now Leads Amazon in Cloud Market Share on App Strength $AMZN $MSFT,"Amazon.com, Inc.",AMZN
3/13/2023,250,255.4,244.59,251.12,"180,388,984","Amazon, $AMZN, has upgraded some of its warehouse AC systems after saying workerâ€™s death wasnâ€™t heat-related, per CNBC.","Amazon.com, Inc.",AMZN
3/10/2023,250.05,256.52,244.86,251.45,"180,673,594","$AMZN, Amazon among bidders for Signify Health, $SGFY, per WSJ.","Amazon.com, Inc.",AMZN
3/9/2023,250.07,257.18,245.01,251.49,"180,714,094",Paramount $PARA has agreed to pay $1.5 Billion to keep the rights to the Champions League in the US beating out companies like Amazon $AMZN according to Bloomberg,"Amazon.com, Inc.",AMZN
3/8/2023,250.1,257.48,245.06,251.6,"181,979,203","$AMZN initiated with $4,100 price target at Deutsche Bank","Amazon.com, Inc.",AMZN
3/7/2023,250.77,257.79,246.35,251.92,"182,108,609","Two Amazon, $AMZN, owned companies â€” Ring and Hollywood studio MGM â€” are teaming to create a TV show in the mold of ""America's Funniest Home Videos"" using viral footage from Ring's doorbell and smart-home cameras.","Amazon.com, Inc.",AMZN
3/6/2023,250.87,258,246.67,253.86,"183,810,797",To add if im wrong and it keeps rallying. Starting appetizer portions in nvda snow and arkk today (i had cut arkk at 37 and amzn at 106 in june). You can see below that short covering has been extreme and the only thing fueling this rally. https://t.co/XJXSdmu622,"Amazon.com, Inc.",AMZN
3/3/2023,251.22,258.37,247.08,253.92,"185,710,797",AMD CEO Dr. @LisaSu and VMware CEO @RaghuRaghuram recently sat down to discuss how AMD technologies complement @VMware multi-cloud solutions to capture the benefits of cloud advancements within on-prem compute environments.,"Advanced Micro Devices, Inc.",AMD
3/2/2023,251.45,258.95,247.29,254.11,"186,010,297",Wonderful to visit our @amd teams in Colorado this week!! https://t.co/UDI3aJrcIm,"Advanced Micro Devices, Inc.",AMD
3/1/2023,252.04,259.08,247.6,254.85,"186,188,094",This aged well $AMD https://t.co/PkKEKhA6BK,"Advanced Micro Devices, Inc.",AMD
2/28/2023,252.7,259.52,248.25,255.7,"186,476,984",Took some $AMD profit now just chilling waiting for next opportunity,"Advanced Micro Devices, Inc.",AMD
2/27/2023,253.51,259.6,248.48,255.71,"190,284,000",If $NVDA misses feel free throw tomatoes at me in town square for $AMD ðŸ… https://t.co/un20wf9tpK,"Advanced Micro Devices, Inc.",AMD
2/24/2023,253.98,259.68,248.89,255.9,"191,488,891",COME ON $AMD &amp; $SPY https://t.co/f2VpWXKWTm,"Advanced Micro Devices, Inc.",AMD
2/23/2023,254.2,259.88,250.22,256.24,"191,828,500",I plan to hold $AMD overnight,"Advanced Micro Devices, Inc.",AMD
2/22/2023,255.14,260.49,250.49,256.49,"192,734,297","$AMD, Berkshire Hathaway $BRK.B, Facebook $META and Nvidia $NVDA all hit new 52 Week Lows today","Advanced Micro Devices, Inc.",AMD
2/21/2023,255.31,260.51,250.5,256.6,"195,680,297","$NIO 10,628 vehicles delivered!!!!! ðŸš€ðŸš€ðŸš€ðŸ˜ŠðŸ˜Š","Zscaler, Inc.",ZS
2/17/2023,255.57,260.74,250.59,256.79,"196,813,500",Before I go to bed Iâ€™m putting out this wish in our universe. May $NIO have over 10k deliveries. ðŸ™ŒðŸ¤ž. Who is excited for tomorrow? @NIOGlobal,"Zscaler, Inc.",ZS
2/16/2023,255.85,260.86,250.65,256.9,"200,242,406",ðŸ’­ Looks like cyber plays will be ðŸ”¥ tomorrow. $CRWD $PANW $ZS,"Zscaler, Inc.",ZS
2/15/2023,255.98,261.18,251.34,257.18,"203,119,203","Zscaler stock popped over 20% after their Q4 earnings report. In this post, I dig into the financial results, large customer activity and their product strategy to continue capturing share in the Zero Trust security market. $ZS","Zscaler, Inc.",ZS
2/14/2023,257.26,261.36,252,257.5,"204,754,094","Data from Gallagher highlights that cyber insurance premiums surged in 2021 as ransom attacks increased. In 2Q21, ransomware attacks were up 150% YoY. Rising insurance premiums should drive demand for cyber security solutions that prevent attacks.","Zscaler, Inc.",ZS
2/13/2023,257.4,261.57,252.05,258.08,"208,643,391",Pro Tip: Donâ€™t invest in a company you donâ€™t believe in. $NIO,NIO Inc.,NIO
2/10/2023,257.75,261.65,252.8,258.71,"210,090,297","New research from the Experience Per Mile Advisory Council, guided by @Harman and @SBDAutomotive, looks at the future of #ElectricVehicles and evolving customer experiences: https://t.co/EcWcLGeMjl As detailed by @ValaAfshar in @ZDNet",NIO Inc.,NIO
2/9/2023,257.85,261.86,253.11,258.87,"210,970,797",Blackrock LOVES $NIO,NIO Inc.,NIO
2/8/2023,258.03,262.45,253.61,259.32,"211,797,109",$NIO breakout incoming.,NIO Inc.,NIO
2/7/2023,258.9,263.6,254.12,259.46,"213,738,500","I will have $1,000,000 in $NIO when we hit $178.57 it should and could come in the next 2-5 years.",NIO Inc.,NIO
2/6/2023,258.92,263.6,254.21,259.67,"213,806,297","Before DIDI saga, $NIO and $TSLA used to move in tandem. But $TSLA has gained +19% while $NIO lost -40% since DIDI screw-up. During this period, $NIO has grown in sales, expanded swap stations rapidly, entered Norway. China risk is overblown for $NIO. Oversold big time. ðŸš€time!",NIO Inc.,NIO
2/3/2023,259.29,264.45,255.05,260.02,"215,431,391","A warm homecoming welcome to @NIOGlobal, which started trading in #HongKong today! NIO is the third electric vehicle #EV manufacturer to list on HKEXâ€™s markets over the past year. Check out the virtual listing ceremony here: https://t.co/K5SGgc5Uwh",NIO Inc.,NIO
2/2/2023,259.86,264.77,255.3,260.05,"216,455,703",$NIO Iâ€™ve been investing for over 11 years. Iâ€™ve never been invested in a company when a large percentage of shares transfer to another exchange. Honestly I donâ€™t know what to expect but I know it will be interesting to watch. I just want to wake up tomorrow to serious Green.,NIO Inc.,NIO
2/1/2023,260,265,255.8,260.53,"217,448,297","$NIO if you ever see anyone post about the â€œDelistingâ€ Bull Crap, post this. Hong Kong Rules, If you have a SECONDARY listing and your PRIMARY listing gets delisted then your HK SECONDARY automatically becomes PRIMARY. There is NO Delisting Worries!",NIO Inc.,NIO
1/31/2023,260.17,265.41,256.25,260.54,"220,911,109","$NIO is ripping, up over 13% today",NIO Inc.,NIO
1/30/2023,260.6,266.47,256.63,261.07,"221,070,500","From SSG to TSM, Brady will always be one of the best teammates I could ask for. It was an honor to grow with him and win a world championship with him, through over 3 years of teaming with him. No matter where he goes in life, esports or not, he'll always go far. https://t.co/pkMj8OCAxn",Taiwan Semiconductor Manufacturing Company Limited,TSM
1/27/2023,260.97,267.25,257.21,261.16,"221,923,297",#NAME?,Taiwan Semiconductor Manufacturing Company Limited,TSM
1/26/2023,261.5,267.85,257.65,261.77,"229,586,500","@ImperialHal @Verhulst @TSM_Reps Here we can see that Hal is done leaving his POI with grey armours, 6 cells and naked alternators.",Taiwan Semiconductor Manufacturing Company Limited,TSM
1/25/2023,262.92,268,257.78,262.59,"230,878,797",$TSM 88 CALL 7/29 @ 0.40 DAY / SWING TRADE ðŸš¨,Taiwan Semiconductor Manufacturing Company Limited,TSM
1/24/2023,263.25,268.04,258.23,262.9,"231,402,797",TSM lost its soul long ago.,Taiwan Semiconductor Manufacturing Company Limited,TSM
1/23/2023,264.27,268.6,259.89,262.99,"232,662,000",Nice one @TSM_Beaulo talking shit to me on Tarkov lmao #EscapefromTarkov https://t.co/vlLPeF6k3L,Taiwan Semiconductor Manufacturing Company Limited,TSM
1/20/2023,264.35,268.94,260.25,263.62,"234,815,109","Oh man, I'm gonna get eviscerated. I'm ready for it. $NFLX https://t.co/t7f84TJJ4R","Netflix, Inc.",NFLX
1/19/2023,266.2,269.08,260.61,264.35,"306,590,594",A story in two parts. You're a bad man Jim Cramer. @jimcramer $NFLX https://t.co/vboNFduO6j,"Netflix, Inc.",NFLX
1/18/2023,266.26,269.13,260.9,264.61,"65,125,199","If you bought $NFLX on June 15th, 2018, you are now up 0% after including dividends (also 0)","Netflix, Inc.",NFLX
1/17/2023,267.04,269.85,261.12,265.28,"83,645,719",Nvidia $NVDA should officially replace Netflix $NFLX in FAANG ðŸ‘€,"Netflix, Inc.",NFLX
1/13/2023,267.48,270.9,261.2,265.28,"84,582,172",Hearing reports some Netflix $NFLX shareholders have received this in the mail https://t.co/FpA7sp6kiL,"Netflix, Inc.",NFLX
1/12/2023,268,271.44,261.2,266.44,"88,197,602",$NFLX took a -20% haircut after hours https://t.co/f4cKioJCQb,"Netflix, Inc.",NFLX
1/11/2023,268.31,272.9,261.75,266.5,"88,917,188",$AAPL debt to equity. Would never have thought. https://t.co/GPJmmoPmsv,Apple Inc.,AAPL
1/10/2023,268.65,273.93,262.46,267.43,"88,965,039",$AAPL added ~200B to its market cap in yesterdayâ€™s session ðŸ˜³,Apple Inc.,AAPL
1/9/2023,270.07,274.75,263.76,267.48,"91,972,359","@EmmetPeppers @elonmusk Elon didnâ€™t provide an EV product roadmap and instead focused on Tesla robots and robotaxis, which are a small part of $TSLA value. Imagine $AAPL doing a conference call, not talking about iPhones iPads or Macs and instead focusing on AAPL robots and driverless cars.",Apple Inc.,AAPL
1/6/2023,270.76,274.85,263.78,269.06,"92,067,023",Investment bank Morgan Stanley has raised its $aapl price target to $210 after the company reported Q1 2022 earnings that broke records and beat Wall Street's predictions. $aapl https://t.co/qxcE4jABiS https://t.co/PtBWe8TGyq,Apple Inc.,AAPL
1/5/2023,271.16,274.98,265,269.61,"93,562,914","We donâ€™t bet against $AAPL. Itâ€™s the one stock I will never short, no matter which direction the wind is blowing.",Apple Inc.,AAPL
1/4/2023,271.32,276.52,265.1,269.79,"94,881,172",$AAPL price target raised from $200 to $210 at Deutsche Bank,Apple Inc.,AAPL
1/3/2023,272.38,276.71,266.37,271.3,"95,108,484",I swear this $44b in quarterly fcf from $aapl is mostly driven by these 99 cent monthly storage fees I get billed to my card that nobody likely cancels,Apple Inc.,AAPL
12/30/2022,274.59,276.99,266.6,271.99,"95,328,312",Tim Cook: $AAPL will continue to deliver on the promise of technology at its best,Apple Inc.,AAPL
12/29/2022,275.13,277.52,268.1,273.58,"95,672,141","$AAPL is at after hours highs, up more than 5%",Apple Inc.,AAPL
12/28/2022,276.33,278.39,270.42,274.39,"95,856,180","Adjusted for stock buybacks, $AAPL would be losing money.",Apple Inc.,AAPL
12/27/2022,276.47,278.98,270.6,274.43,"96,438,656","I will be joining @leadlagreport today LIVE at 12 ET for an in depth discussion on the latest #FederalReserve statement, it's impact on the #StockMarket, #Bitcoin and #Gold. Does this change the forecasts? Watch and see. Should be awesome! #crypto #silver #apple $aapl $TSLA https://t.co/eL4dlYbgei",Apple Inc.,AAPL
12/23/2022,276.49,279.45,271,274.45,"96,642,180","Lost a fortune in the stock market over the past few weeks. It sucks, many of us are in the same boat. However, I am still bullish. Still Long $NIO $TSLA $AAPL $XPEV",Apple Inc.,AAPL
12/22/2022,277.01,279.97,271.46,276.04,"96,870,719",I never understood why there's like 197 sell-side analysts following a stock like $TSLA or $AAPL. I get the IB business but what value can you bring as the 197th analyst following Apple? Sell-side should focus on the small or mid-cap space where equities can be greatly mispriced.,Apple Inc.,AAPL
12/21/2022,277.55,280.78,272.88,276.54,"97,829,555",BREAKING â€” leaked shots of the Apple car $AAPL https://t.co/QhOcOPWnSM,Apple Inc.,AAPL
12/20/2022,278.09,280.93,273.77,277.9,"97,913,891",$AAPL $MSFT $GOOGL $AMZN $TSLA https://t.co/dpEkl1BpZs,Apple Inc.,AAPL
12/19/2022,278.43,283.85,275.11,279.82,"98,288,789","Let me just say this: You wonâ€™t see some of the FANG stocks recover in the next 20 years, especially $AAPL $GOOGL $AMZN. Correction of big techs has just started. Some advantages they have over growth names which are buybacks and monopoly will be gone.",Apple Inc.,AAPL
12/16/2022,278.82,284.25,276.31,281.38,"98,595,328",$AAPL $MSFT $GOOGL $AMZN $TSLA https://t.co/dpEkl1BpZs,Apple Inc.,AAPL
12/15/2022,279.56,285.3,277.6,282.48,"98,654,641","HELLO @tim_cook - you didn't listen to me years ago with Netflix, now look. You didn't listen to me years ago with Tesla, now look. LISTEN TO ME NOW. BID FOR ROBLOX NOW Don't be so short sighted and risk adverse. PLEASE. $AAPL $RBLX $TSLA $NFLX",Apple Inc.,AAPL



